dataset,gauge,level,median,std,mad,step_mad,window,k,thresh,n_events,detected,n_flagged,pct_flagged,n_clusters,fp_clusters
02054550_l1,02054550,l1,1.9,28.144348769096077,1.3343399999999999,0.14825999999999978,12h,2.0,2.6686799999999997,1,0,5181,2.4575933515482697,99,99
02054550_l1,02054550,l1,1.9,28.144348769096077,1.3343399999999999,0.14825999999999978,12h,3.0,4.003019999999999,1,0,3859,1.8305062234365512,81,81
02054550_l1,02054550,l1,1.9,28.144348769096077,1.3343399999999999,0.14825999999999978,12h,4.0,5.337359999999999,1,0,3027,1.4358492714025501,64,64
02054550_l1,02054550,l1,1.9,28.144348769096077,1.3343399999999999,0.14825999999999978,12h,5.0,6.6716999999999995,1,0,2544,1.2067395264116576,51,51
02054550_l1,02054550,l1,1.9,28.144348769096077,1.3343399999999999,0.14825999999999978,12h,6.0,8.006039999999999,1,0,2200,1.043564055859138,45,45
02054550_l1,02054550,l1,1.9,28.144348769096077,1.3343399999999999,0.14825999999999978,12h,8.0,10.674719999999999,1,0,1672,0.7931086824529447,39,39
02054550_l1,02054550,l1,1.9,28.144348769096077,1.3343399999999999,0.14825999999999978,12h,10.0,13.343399999999999,1,0,1328,0.6299332119004251,35,35
02054550_l1,02054550,l1,1.9,28.144348769096077,1.3343399999999999,0.14825999999999978,12h,12.0,16.012079999999997,1,0,1114,0.528422890103218,33,33
02054550_l1,02054550,l1,1.9,28.144348769096077,1.3343399999999999,0.14825999999999978,12h,15.0,20.015099999999997,1,0,921,0.4368738615664845,32,32
02054550_l1,02054550,l1,1.9,28.144348769096077,1.3343399999999999,0.14825999999999978,12h,20.0,26.686799999999998,1,0,576,0.273224043715847,31,31
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,1h,0.5,0.6671699999999999,2,1,4930,2.3385321797207044,826,824
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,1h,1.0,1.3343399999999999,2,0,3328,1.5786278081360048,498,498
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,1h,2.0,2.6686799999999997,2,0,2199,1.04308970856102,321,321
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,1h,3.0,4.003019999999999,2,0,1606,0.7618017607771707,255,255
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,1h,4.0,5.337359999999999,2,0,1291,0.6123823618700668,203,203
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,1h,5.0,6.6716999999999995,2,0,1073,0.5089746508803886,164,164
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,1h,6.0,8.006039999999999,2,0,885,0.41979735883424407,146,146
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,1h,8.0,10.674719999999999,2,0,683,0.3239792046144505,113,113
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,1h,10.0,13.343399999999999,2,0,552,0.26183970856102,96,96
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,1h,12.0,16.012079999999997,2,0,457,0.21677671523983,87,87
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,1h,15.0,20.015099999999997,2,0,354,0.16791894353369763,76,76
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,1h,20.0,26.686799999999998,2,0,264,0.12522768670309653,64,64
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,3h,0.5,0.6671699999999999,2,1,8222,3.9000834851244686,582,581
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,3h,1.0,1.3343399999999999,2,1,5800,2.7512143290831816,337,336
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,3h,2.0,2.6686799999999997,2,0,4073,1.9320165452337583,214,214
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,3h,3.0,4.003019999999999,2,0,3075,1.458617941712204,158,158
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,3h,4.0,5.337359999999999,2,0,2576,1.2219186399514268,131,131
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,3h,5.0,6.6716999999999995,2,0,2135,1.0127314814814814,106,106
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,3h,6.0,8.006039999999999,2,0,1845,0.8751707650273224,89,89
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,3h,8.0,10.674719999999999,2,0,1388,0.6583940497874924,75,75
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,3h,10.0,13.343399999999999,2,0,1108,0.5255768063145112,66,66
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,3h,12.0,16.012079999999997,2,0,854,0.4050925925925926,60,60
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,3h,15.0,20.015099999999997,2,0,701,0.33251745598057075,55,55
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,3h,20.0,26.686799999999998,2,0,477,0.2262636612021858,50,50
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,6h,0.5,0.6671699999999999,2,1,9111,4.321778233151184,426,425
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,6h,1.0,1.3343399999999999,2,1,6674,3.16579386763813,263,262
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,6h,2.0,2.6686799999999997,2,0,4703,2.230855343047966,154,154
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,6h,3.0,4.003019999999999,2,0,3788,1.7968275652701882,113,113
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,6h,4.0,5.337359999999999,2,0,3298,1.5643973891924712,89,89
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,6h,5.0,6.6716999999999995,2,0,2827,1.3409798117789922,76,76
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,6h,6.0,8.006039999999999,2,0,2462,1.1678430479659987,65,65
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,6h,8.0,10.674719999999999,2,0,1841,0.8732733758348512,56,56
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,6h,10.0,13.343399999999999,2,0,1531,0.7262257134183364,55,55
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,6h,12.0,16.012079999999997,2,0,1254,0.5948315118397086,51,51
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,6h,15.0,20.015099999999997,2,0,880,0.41742562234365516,47,47
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,6h,20.0,26.686799999999998,2,0,613,0.29077489374620524,42,42
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,12h,0.5,0.6671699999999999,2,1,12000,5.692167577413479,234,232
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,12h,1.0,1.3343399999999999,2,1,8190,3.8849043715846996,154,153
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,12h,2.0,2.6686799999999997,2,1,5198,2.465657255616272,99,98
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,12h,3.0,4.003019999999999,2,0,3837,1.82007058287796,81,81
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,12h,4.0,5.337359999999999,2,0,2971,1.4092858227079539,63,63
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,12h,5.0,6.6716999999999995,2,0,2550,1.2095856102003644,51,51
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,12h,6.0,8.006039999999999,2,0,2206,1.0464101396478445,45,45
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,12h,8.0,10.674719999999999,2,0,1679,0.7964291135397693,39,39
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,12h,10.0,13.343399999999999,2,0,1336,0.6337279902853673,35,35
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,12h,12.0,16.012079999999997,2,0,1118,0.5303202792956891,33,33
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,12h,15.0,20.015099999999997,2,0,924,0.4382969034608379,32,32
02054550_l2,02054550,l2,1.9,28.155875189932882,1.3343399999999999,0.14825999999999978,12h,20.0,26.686799999999998,2,0,573,0.27180100182149364,31,31
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,1h,0.5,0.6671699999999999,5,3,4966,2.355608682452945,849,847
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,1h,1.0,1.3343399999999999,5,3,3378,1.6023451730418943,527,525
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,1h,2.0,2.6686799999999997,5,0,2247,1.065858378870674,339,339
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,1h,3.0,4.003019999999999,5,0,1656,0.7855191256830601,272,272
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,1h,4.0,5.337359999999999,5,0,1336,0.6337279902853673,218,218
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,1h,5.0,6.6716999999999995,5,0,1101,0.5222563752276868,178,178
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,1h,6.0,8.006039999999999,5,0,903,0.4283356102003643,154,154
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,1h,8.0,10.674719999999999,5,0,685,0.3249278992106861,114,114
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,1h,10.0,13.343399999999999,5,0,552,0.26183970856102,99,99
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,1h,12.0,16.012079999999997,5,0,458,0.2172510625379478,89,89
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,1h,15.0,20.015099999999997,5,0,359,0.17029068002428657,79,79
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,1h,20.0,26.686799999999998,5,0,265,0.12570203400121432,65,65
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,3h,0.5,0.6671699999999999,5,3,8049,3.818021402550091,597,594
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,3h,1.0,1.3343399999999999,5,3,5679,2.693818306010929,349,347
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,3h,2.0,2.6686799999999997,5,0,3963,1.8798383424408014,222,222
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,3h,3.0,4.003019999999999,5,0,3033,1.438695355191257,167,167
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,3h,4.0,5.337359999999999,5,0,2564,1.2162264723740133,136,136
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,3h,5.0,6.6716999999999995,5,0,2139,1.0146288706739526,111,111
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,3h,6.0,8.006039999999999,5,0,1849,0.8770681542197936,93,93
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,3h,8.0,10.674719999999999,5,0,1387,0.6579197024893746,77,77
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,3h,10.0,13.343399999999999,5,0,1108,0.5255768063145112,69,69
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,3h,12.0,16.012079999999997,5,0,855,0.4055669398907104,63,63
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,3h,15.0,20.015099999999997,5,0,700,0.33204310868245296,56,56
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,3h,20.0,26.686799999999998,5,0,491,0.23290452337583484,51,51
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,6h,0.5,0.6671699999999999,5,3,8944,4.242562234365513,432,430
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,6h,1.0,1.3343399999999999,5,3,6335,3.0049901335761993,273,271
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,6h,2.0,2.6686799999999997,5,0,4432,2.102307225258045,159,159
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,6h,3.0,4.003019999999999,5,0,3602,1.7085989678202793,116,116
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,6h,4.0,5.337359999999999,5,0,3144,1.4913479052823315,92,92
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,6h,5.0,6.6716999999999995,5,0,2699,1.280263357619915,78,78
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,6h,6.0,8.006039999999999,5,0,2333,1.1066522465088038,67,67
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,6h,8.0,10.674719999999999,5,0,1783,0.8457612325440195,58,58
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,6h,10.0,13.343399999999999,5,0,1494,0.7086748633879781,56,56
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,6h,12.0,16.012079999999997,5,0,1204,0.571114146933819,51,51
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,6h,15.0,20.015099999999997,5,0,880,0.41742562234365516,48,48
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,6h,20.0,26.686799999999998,5,0,612,0.29030054644808745,42,42
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,12h,0.5,0.6671699999999999,5,3,11989,5.686949757134183,237,235
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,12h,1.0,1.3343399999999999,5,3,8088,3.836520947176685,155,153
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,12h,2.0,2.6686799999999997,5,0,4985,2.364621281117183,98,98
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,12h,3.0,4.003019999999999,5,0,3693,1.7517645719489983,79,79
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,12h,4.0,5.337359999999999,5,0,2915,1.3827223740133576,62,62
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,12h,5.0,6.6716999999999995,5,0,2434,1.1545613236187007,51,51
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,12h,6.0,8.006039999999999,5,0,2119,1.005141924711597,44,44
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,12h,8.0,10.674719999999999,5,0,1625,0.7708143594414086,39,39
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,12h,10.0,13.343399999999999,5,0,1281,0.6076388888888888,35,35
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,12h,12.0,16.012079999999997,5,0,1073,0.5089746508803886,33,33
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,12h,15.0,20.015099999999997,5,0,891,0.42264344262295084,32,32
02054550_l3,02054550,l3,1.9,28.19522243829431,1.3343399999999999,0.14825999999999978,12h,20.0,26.686799999999998,5,0,567,0.26895491803278687,32,32
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,1h,0.5,3.6323699999999985,1,0,1407,0.6674066484517304,914,914
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,1h,1.0,7.264739999999997,1,0,338,0.160329386763813,250,250
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,1h,2.0,14.529479999999994,1,0,70,0.033204310868245296,54,54
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,1h,3.0,21.794219999999992,1,0,28,0.013281724347298117,21,21
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,1h,4.0,29.05895999999999,1,0,18,0.00853825136612022,14,14
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,1h,5.0,36.32369999999999,1,0,15,0.007115209471766849,10,10
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,1h,6.0,43.588439999999984,1,0,8,0.0037947783849423193,6,6
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,1h,8.0,58.11791999999998,1,0,2,0.0009486945962355798,2,2
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,1h,10.0,72.64739999999998,1,0,1,0.0004743472981177899,1,1
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,1h,12.0,87.17687999999997,1,0,0,0.0,0,0
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,1h,15.0,108.97109999999995,1,0,0,0.0,0,0
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,1h,20.0,145.29479999999995,1,0,0,0.0,0,0
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,3h,0.5,3.6323699999999985,1,0,1360,0.6451123254401943,429,429
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,3h,1.0,7.264739999999997,1,0,341,0.16175242865816636,108,108
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,3h,2.0,14.529479999999994,1,0,58,0.027512143290831816,31,31
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,3h,3.0,21.794219999999992,1,0,12,0.005692167577413479,12,12
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,3h,4.0,29.05895999999999,1,0,6,0.0028460837887067394,6,6
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,3h,5.0,36.32369999999999,1,0,4,0.0018973891924711596,4,4
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,3h,6.0,43.588439999999984,1,0,3,0.0014230418943533697,3,3
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,3h,8.0,58.11791999999998,1,0,1,0.0004743472981177899,1,1
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,3h,10.0,72.64739999999998,1,0,1,0.0004743472981177899,1,1
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,3h,12.0,87.17687999999997,1,0,0,0.0,0,0
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,3h,15.0,108.97109999999995,1,0,0,0.0,0,0
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,3h,20.0,145.29479999999995,1,0,0,0.0,0,0
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,6h,0.5,3.6323699999999985,1,0,1686,0.7997495446265938,249,249
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,6h,1.0,7.264739999999997,1,0,670,0.31781268973891924,77,77
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,6h,2.0,14.529479999999994,1,0,132,0.06261384335154827,28,28
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,6h,3.0,21.794219999999992,1,0,34,0.016127808136004857,14,14
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,6h,4.0,29.05895999999999,1,0,8,0.0037947783849423193,8,8
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,6h,5.0,36.32369999999999,1,0,3,0.0014230418943533697,3,3
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,6h,6.0,43.588439999999984,1,0,2,0.0009486945962355798,2,2
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,6h,8.0,58.11791999999998,1,0,1,0.0004743472981177899,1,1
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,6h,10.0,72.64739999999998,1,0,1,0.0004743472981177899,1,1
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,6h,12.0,87.17687999999997,1,0,0,0.0,0,0
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,6h,15.0,108.97109999999995,1,0,0,0.0,0,0
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,6h,20.0,145.29479999999995,1,0,0,0.0,0,0
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,12h,0.5,3.6323699999999985,1,0,2414,1.1450743776563448,140,140
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,12h,1.0,7.264739999999997,1,0,959,0.4548990588949605,52,52
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,12h,2.0,14.529479999999994,1,0,364,0.17266241651487554,18,18
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,12h,3.0,21.794219999999992,1,0,119,0.056447328476017,12,12
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,12h,4.0,29.05895999999999,1,0,75,0.03557604735883425,9,9
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,12h,5.0,36.32369999999999,1,0,33,0.015653460837887066,5,5
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,12h,6.0,43.588439999999984,1,0,2,0.0009486945962355798,2,2
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,12h,8.0,58.11791999999998,1,0,1,0.0004743472981177899,1,1
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,12h,10.0,72.64739999999998,1,0,1,0.0004743472981177899,1,1
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,12h,12.0,87.17687999999997,1,0,0,0.0,0,0
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,12h,15.0,108.97109999999995,1,0,0,0.0,0,0
040851385_l1,040851385,l1,11.3,11.796783373286628,7.264739999999997,0.5930400000000005,12h,20.0,145.29479999999995,1,0,0,0.0,0,0
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,1h,0.5,3.63237,2,1,1431,0.6787909836065574,931,930
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,1h,1.0,7.26474,2,0,340,0.16127808136004856,257,257
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,1h,2.0,14.52948,2,0,77,0.03652474195506982,61,61
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,1h,3.0,21.79422,2,0,30,0.014230418943533697,23,23
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,1h,4.0,29.05896,2,0,19,0.009012598664238008,15,15
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,1h,5.0,36.3237,2,0,15,0.007115209471766849,10,10
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,1h,6.0,43.58844,2,0,8,0.0037947783849423193,6,6
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,1h,8.0,58.11792,2,0,2,0.0009486945962355798,2,2
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,1h,10.0,72.6474,2,0,1,0.0004743472981177899,1,1
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,1h,12.0,87.17688,2,0,0,0.0,0,0
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,1h,15.0,108.97109999999999,2,0,0,0.0,0,0
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,1h,20.0,145.2948,2,0,0,0.0,0,0
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,3h,0.5,3.63237,2,1,1360,0.6451123254401943,433,432
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,3h,1.0,7.26474,2,1,349,0.16554720704310869,116,115
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,3h,2.0,14.52948,2,0,57,0.027037795992714025,30,30
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,3h,3.0,21.79422,2,0,11,0.005217820279295689,11,11
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,3h,4.0,29.05896,2,0,6,0.0028460837887067394,6,6
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,3h,5.0,36.3237,2,0,4,0.0018973891924711596,4,4
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,3h,6.0,43.58844,2,0,3,0.0014230418943533697,3,3
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,3h,8.0,58.11792,2,0,1,0.0004743472981177899,1,1
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,3h,10.0,72.6474,2,0,1,0.0004743472981177899,1,1
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,3h,12.0,87.17688,2,0,0,0.0,0,0
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,3h,15.0,108.97109999999999,2,0,0,0.0,0,0
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,3h,20.0,145.2948,2,0,0,0.0,0,0
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,6h,0.5,3.63237,2,1,1696,0.8044930176077717,254,252
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,6h,1.0,7.26474,2,0,673,0.3192357316332726,79,79
040851385_l2,040851385,l2,11.4,11.824826849701203,7.26474,0.5930400000000005,6h,2.0,14.52948,2,0,133,0.06308819064966606,28,28
